%Y-%m-%d;SBI;SPI;SII;LP25;LP40;LP60
2003-05-08;101.72;3223.82;163.615;99.5;88.93;75.86
2003-05-09;101.7;3218.21;165.428;99.62;89.12;76.11
2003-05-12;101.86;3198.13;165.561;99.83;89.34;76.37
2003-05-13;101.88;3237.22;166.253;100.06;89.61;76.66
2003-05-14;102.06;3244.52;166.281;100.07;89.61;76.65
2003-05-15;102.24;3256.68;166.373;100.35;89.91;76.96
2003-05-16;102.42;3276.1;166.565;100.43;89.94;76.94
2003-05-19;102.63;3209.08;166.896;99.93;89.12;75.78
2003-05-20;102.54;3227.66;167.006;100.08;89.3;75.98
2003-05-21;102.6;3184.84;167.025;99.84;88.97;75.59
2003-05-22;102.55;3263.69;167.391;100.3;89.62;76.39
2003-05-23;102.63;3269.11;167.48;100.42;89.72;76.49
2003-05-26;102.61;3245.1;167.475;100.4;89.65;76.37
2003-05-27;102.74;3263.14;167.618;100.6;89.91;76.68
2003-05-28;102.32;3329.62;168.059;100.96;90.5;77.48
2003-05-29;102.32;3329.62;168.059;100.91;90.42;77.37
2003-05-30;102.41;3310.52;168.789;101.11;90.7;77.76
2003-06-02;102.2;3393.3;169.543;101.36;91.14;78.35
2003-06-03;102.43;3365.93;169.272;101.58;91.35;78.56
2003-06-04;102.58;3389.89;169.522;101.95;91.83;79.17
2003-06-05;102.84;3363.3;169.653;102.03;91.8;79.03
2003-06-06;102.82;3419.33;169.22;102.6;92.57;79.99
2003-06-09;102.82;3419.33;169.22;102.29;92.12;79.38
2003-06-10;103.06;3421.17;169.113;102.64;92.51;79.82
2003-06-11;103.14;3458.46;167.734;102.84;92.78;80.13
2003-06-12;102.92;3484.5;166.482;103.06;93.1;80.55
2003-06-13;102.81;3427.04;166.839;102.68;92.59;79.93
2003-06-16;102.85;3495.65;166.862;103.01;93.08;80.55
2003-06-17;102.53;3529.01;167.078;103.13;93.32;80.91
2003-06-18;101.98;3556.37;166.994;103.15;93.54;81.35
2003-06-19;101.58;3506.64;166.824;102.72;93.04;80.78
2003-06-20;101.64;3517.26;166.831;102.67;93.04;80.84
2003-06-23;101.51;3443.99;165.555;102.16;92.35;79.99
2003-06-24;101.62;3443.64;164.572;102.12;92.28;79.89
2003-06-25;101.77;3445.79;165.038;102.18;92.29;79.85
2003-06-26;101.47;3456.46;164.431;102.41;92.68;80.39
2003-06-27;101.58;3459.41;165.199;102.41;92.7;80.45
2003-06-30;101.63;3437.73;166.017;102.48;92.7;80.38
2003-07-01;101.8;3361.85;165.488;102.18;92.24;79.79
2003-07-02;101.72;3421.83;165.289;102.68;92.97;80.73
2003-07-03;101.65;3444.6;164.528;102.6;92.9;80.67
2003-07-04;101.82;3446.07;164.653;102.66;92.96;80.73
2003-07-07;101.74;3517.45;164.394;103.44;94.04;82.12
2003-07-08;101.76;3505.59;164.108;103.48;94.11;82.24
2003-07-09;101.78;3473.19;163.977;103.18;93.69;81.69
2003-07-10;101.93;3466.8;164.001;103.08;93.49;81.37
2003-07-11;101.95;3503.65;164.206;103.44;93.95;81.92
2003-07-14;102.03;3550.97;164.361;103.79;94.42;82.51
2003-07-15;101.81;3535.93;164.369;103.64;94.25;82.32
2003-07-16;101.5;3525.45;164.235;103.27;93.85;81.9
2003-07-17;101.35;3501.89;164.488;102.78;93.26;81.2
2003-07-18;101.33;3504.59;164.391;102.82;93.35;81.34
2003-07-21;100.95;3484.06;164.652;102.34;92.74;80.6
2003-07-22;100.86;3479.71;164.973;102.37;92.86;80.82
2003-07-23;101.08;3499.48;164.268;102.45;92.92;80.85
2003-07-24;100.96;3545.35;164.897;102.64;93.15;81.11
2003-07-25;101.06;3529.94;165.423;102.65;93.18;81.16
2003-07-28;100.88;3570.05;165.773;102.86;93.5;81.59
2003-07-29;100.88;3562.27;165.587;102.66;93.25;81.28
2003-07-30;100.77;3596.62;166.331;102.92;93.6;81.72
2003-07-31;100.72;3620.38;165.675;103.03;93.84;82.08
2003-08-01;100.72;3599.7;165.314;102.6;93.3;81.43
2003-08-04;100.31;3563.67;165.456;102.18;92.81;80.87
2003-08-05;100.29;3601.93;165.667;102.06;92.68;80.71
2003-08-06;100.18;3568.38;166.131;101.89;92.45;80.42
2003-08-07;100.35;3560.43;166.091;102.09;92.67;80.68
2003-08-08;100.73;3575.15;166.082;102.5;93.13;81.18
2003-08-11;100.65;3573.29;166.429;102.68;93.33;81.42
2003-08-12;100.62;3604.75;166.837;102.98;93.76;81.97
2003-08-13;100.39;3596.36;166.703;102.86;93.65;81.89
2003-08-14;100.08;3625.19;167.206;102.95;93.9;82.3
2003-08-15;100.15;3668.65;166.753;103.06;94.07;82.52
2003-08-18;100.2;3688.91;166.822;103.58;94.74;83.36
2003-08-19;100.09;3703.86;166.421;103.77;95;83.7
2003-08-20;100.2;3683.21;167.194;103.56;94.73;83.36
2003-08-21;100.04;3721.07;166.967;103.93;95.26;84.06
2003-08-22;99.98;3751.83;167.496;104.07;95.48;84.34
2003-08-25;100.09;3699.88;167.758;103.82;95.1;83.86
2003-08-26;99.95;3688.65;167.758;103.71;94.96;83.68
2003-08-27;100.02;3706.28;167.669;103.82;95.11;83.87
2003-08-28;99.91;3723.14;168.006;103.93;95.28;84.1
2003-08-29;99.89;3674.7;167.939;103.7;94.98;83.75
2003-09-01;99.81;3739.17;168.287;103.97;95.38;84.26
2003-09-02;99.32;3719.11;168.367;103.9;95.46;84.54
2003-09-03;98.86;3792.97;168.47;103.99;95.8;85.11
2003-09-04;98.92;3797.81;168.564;103.97;95.79;85.12
2003-09-05;99.12;3805.07;167.857;103.86;95.54;84.7
2003-09-08;99.31;3822.53;167.926;104.08;95.78;84.95
2003-09-09;99.29;3798.6;166.36;104.02;95.61;84.67
2003-09-10;99.41;3801.71;166.981;104.03;95.54;84.49
2003-09-11;99.48;3805.35;166.626;104.08;95.59;84.55
2003-09-12;99.74;3801.65;166.787;104.2;95.66;84.56
2003-09-15;99.83;3818;165.851;104.35;95.77;84.61
2003-09-16;99.83;3846.31;166.643;104.79;96.4;85.45
2003-09-17;99.81;3866.93;166.433;104.79;96.38;85.4
2003-09-18;99.73;3884.34;166.203;105.14;96.85;86
2003-09-19;99.81;3855.39;166.227;104.81;96.37;85.37
2003-09-22;100.02;3773.24;166.439;104.33;95.6;84.29
2003-09-23;100.08;3740.99;166.527;104.36;95.59;84.26
2003-09-24;100;3754.69;167.098;104.29;95.47;84.07
2003-09-25;100.13;3704.43;167.642;103.85;94.85;83.27
2003-09-26;100.22;3684.26;167.313;103.73;94.66;83
2003-09-29;100.17;3667.42;167.839;103.64;94.53;82.83
2003-09-30;100.5;3626.43;167.374;103.31;93.98;82.05
2003-10-01;100.56;3636.46;168.287;103.66;94.44;82.64
2003-10-02;100.31;3651.95;168.276;103.71;94.59;82.9
2003-10-03;100.07;3737.14;168.576;104.19;95.38;83.99
2003-10-06;100.04;3710.3;169.385;104.08;95.26;83.88
2003-10-07;100.14;3687.1;170.053;103.94;95.05;83.6
2003-10-08;100.1;3704.51;169.95;103.92;95;83.5
2003-10-09;100.11;3753;170.645;104.26;95.5;84.15
2003-10-10;100.19;3746.25;171.123;104.25;95.43;84.04
2003-10-13;100.07;3793.67;170.999;104.66;96.04;84.84
2003-10-14;100.07;3782.46;170.814;104.57;95.93;84.73
2003-10-15;99.99;3790.74;171.47;104.66;96.09;84.94
2003-10-16;99.97;3791.73;171.522;104.61;96.03;84.88
2003-10-17;99.83;3783.72;172.27;104.63;96.05;84.91
2003-10-20;99.85;3796.41;171.744;104.64;96.08;84.96
2003-10-21;99.94;3789.27;171.932;104.72;96.15;85.01
2003-10-22;100.08;3735.61;171.807;104.3;95.48;84.09
2003-10-23;100.14;3698.2;172.276;104;95.05;83.52
2003-10-24;100.14;3700.2;172.511;103.94;94.94;83.36
2003-10-27;99.96;3724.15;172.563;104.16;95.27;83.8
2003-10-28;99.85;3746;172.685;104.58;95.91;84.68
2003-10-29;99.83;3743.17;172.804;104.59;95.94;84.73
2003-10-30;99.74;3775.43;172.542;104.62;96.02;84.85
2003-10-31;99.91;3769.49;171.589;104.74;96.17;85.04
2003-11-03;99.72;3842.24;172.508;105.36;97.04;86.17
2003-11-04;99.7;3798.32;172.47;105.28;96.93;86.07
2003-11-05;99.59;3764.87;171.928;105.22;96.85;85.96
2003-11-06;99.42;3787.63;172.994;105.27;96.99;86.19
2003-11-07;99.2;3835.57;172.942;105.28;97.09;86.38
2003-11-10;99.25;3796.61;173.221;105.15;96.87;86.08
2003-11-11;99.32;3806.77;172.997;104.98;96.62;85.73
2003-11-12;99.34;3812.19;173.345;105.04;96.7;85.82
2003-11-13;99.5;3848.76;173.703;105.3;96.99;86.12
2003-11-14;99.75;3877.43;173.752;105.27;96.84;85.83
2003-11-17;99.91;3809.14;174.277;104.8;96.11;84.81
2003-11-18;99.92;3793.31;174.269;104.63;95.82;84.39
2003-11-19;99.98;3753.8;174.596;104.42;95.52;84.01
2003-11-20;99.99;3756.13;175.365;104.32;95.38;83.83
2003-11-21;100.06;3761.22;174.719;104.32;95.38;83.82
2003-11-24;99.83;3826.36;174.578;104.96;96.31;85.05
2003-11-25;99.67;3831.89;175.088;104.89;96.29;85.1
2003-11-26;99.58;3824.9;174.749;104.63;95.99;84.74
2003-11-27;99.4;3841.26;175.13;104.66;96.08;84.89
2003-11-28;99.38;3842.74;174.48;104.5;95.89;84.67
2003-12-01;99.28;3881.74;174.568;104.84;96.42;85.41
2003-12-02;99.25;3883.42;174.522;104.64;96.17;85.09
2003-12-03;99.48;3924.52;174.954;104.91;96.48;85.44
2003-12-04;99.54;3919.51;173.881;105.08;96.67;85.66
2003-12-05;99.78;3876.77;173.837;104.8;96.21;84.99
2003-12-08;100.02;3871.87;174.197;104.76;96.05;84.72
2003-12-09;99.94;3891;174.298;104.84;96.13;84.78
2003-12-10;100.03;3856.74;174.357;104.64;95.82;84.36
2003-12-11;99.99;3895.47;174.459;105.09;96.45;85.17
2003-12-12;100.24;3892.75;175.378;105.05;96.36;85.02
2003-12-15;100.3;3912.77;175.929;105.25;96.55;85.18
2003-12-16;100.46;3883.9;176.524;105.19;96.41;84.97
2003-12-17;100.5;3867.08;176.468;105.18;96.34;84.85
2003-12-18;100.53;3908.27;176.205;105.5;96.78;85.4
2003-12-19;100.47;3907.72;175.6;105.54;96.86;85.53
2003-12-22;100.5;3892.85;176.505;105.51;96.8;85.46
2003-12-23;100.49;3911.68;175.744;105.71;97.06;85.76
2003-12-24;100.49;3911.68;175.744;105.57;96.87;85.53
2003-12-25;100.49;3911.68;175.744;105.57;96.87;85.53
2003-12-26;100.49;3911.68;175.744;105.66;96.99;85.68
2003-12-29;100.35;3931.16;176.363;105.84;97.28;86.08
2003-12-30;100.22;3961.58;176.55;105.81;97.31;86.17
2003-12-31;100.22;3961.58;176.55;105.75;97.23;86.06
2004-01-01;100.22;3961.58;176.55;105.75;97.23;86.07
2004-01-02;100.22;3961.58;176.55;105.81;97.33;86.21
2004-01-05;100.02;4029.01;177.494;106.06;97.75;86.8
2004-01-06;100.16;4037.99;178.517;106.23;97.88;86.89
2004-01-07;100.25;4028.7;179.16;106.35;97.99;86.99
2004-01-08;100.3;4046.59;179.578;106.48;98.16;87.2
2004-01-09;100.51;4025.16;179.947;106.42;97.94;86.79
2004-01-12;100.59;3981.89;179.766;106.43;97.91;86.75
2004-01-13;100.6;4016.71;179.676;106.45;97.94;86.76
2004-01-14;100.52;4062.66;179.584;106.72;98.37;87.36
2004-01-15;100.65;4068.69;179.384;106.99;98.65;87.66
2004-01-16;100.78;4115.33;180.229;107.64;99.51;88.75
2004-01-19;100.75;4118.96;180.526;107.73;99.64;88.91
2004-01-20;100.8;4096.94;180.292;107.47;99.25;88.38
2004-01-21;100.79;4109.15;181.209;107.48;99.29;88.44
2004-01-22;100.81;4136.19;180.799;107.51;99.3;88.41
2004-01-23;100.94;4166.34;182.134;107.67;99.45;88.53
2004-01-26;100.73;4157.66;181.982;107.7;99.61;88.86
2004-01-27;100.64;4185.99;180.495;107.68;99.58;88.81
2004-01-28;100.72;4195.42;180.129;107.67;99.52;88.67
2004-01-29;100.37;4170.22;180.237;107.36;99.3;88.57
2004-01-30;100.42;4152.32;179.925;107.36;99.23;88.44
2004-02-02;100.62;4188.93;179.451;107.68;99.57;88.79
2004-02-03;100.82;4154.36;180.194;107.58;99.33;88.4
2004-02-04;100.79;4180.25;180.998;107.59;99.33;88.37
2004-02-05;100.76;4169.78;180.772;107.44;99.13;88.12
2004-02-06;100.79;4209.26;181.326;107.6;99.35;88.38
2004-02-09;100.86;4251.55;181.49;107.93;99.76;88.86
2004-02-10;100.95;4257.65;181.616;108.05;99.88;88.99
2004-02-11;100.86;4259.92;181.441;108.22;100.15;89.38
2004-02-12;101.15;4238.07;181.191;108.23;100.02;89.08
2004-02-13;101.32;4240.62;181.055;108.43;100.2;89.24
2004-02-16;101.27;4248.11;181.096;108.41;100.19;89.23
2004-02-17;101.46;4256.46;180.56;108.65;100.45;89.53
2004-02-18;101.56;4228.44;179.625;108.61;100.34;89.34
2004-02-19;101.24;4259.29;180.092;108.65;100.55;89.74
2004-02-20;101.09;4246.92;179.219;108.56;100.49;89.71
2004-02-23;100.98;4264.25;178.709;108.58;100.54;89.8
2004-02-24;101.08;4210.47;178.08;108.25;100.01;89.06
2004-02-25;101.09;4214.07;178.381;108.49;100.35;89.51
2004-02-26;101.09;4205.94;178.59;108.64;100.56;89.8
2004-02-27;101.19;4221.29;178.545;108.9;100.85;90.12
2004-03-01;101.19;4246.29;178.5;109.14;101.2;90.59
2004-03-02;101.1;4291.7;178.165;109.49;101.7;91.26
2004-03-03;100.98;4277.22;178.733;109.36;101.62;91.24
2004-03-04;101.02;4319.43;178.725;109.5;101.8;91.43
2004-03-05;101.35;4294.97;178.796;109.5;101.6;91.02
2004-03-08;101.63;4288.98;178.981;109.81;101.85;91.21
2004-03-09;101.57;4268.56;179.061;109.55;101.49;90.74
2004-03-10;101.51;4278.36;178.978;109.49;101.43;90.67
2004-03-11;101.67;4158.04;178.956;108.86;100.45;89.32
2004-03-12;101.7;4154.04;178.819;109.01;100.66;89.62
2004-03-15;101.78;4096.41;177.502;108.63;100.06;88.78
2004-03-16;101.65;4112.84;174.798;108.63;100.12;88.9
2004-03-17;101.69;4143.35;176.546;109.11;100.8;89.8
2004-03-18;101.58;4087.59;175.895;108.51;100.01;88.81
2004-03-19;101.52;4095.49;176.734;108.47;99.96;88.76
2004-03-22;101.61;3987.98;176.95;107.93;99.13;87.62
2004-03-23;101.51;4015.52;176.867;107.96;99.23;87.79
2004-03-24;101.59;4011.59;176.997;108.15;99.43;88.02
2004-03-25;101.63;4075.05;177.203;108.6;100.07;88.85
2004-03-26;101.56;4073.54;177.374;108.72;100.27;89.15
2004-03-29;101.21;4111.39;178.02;108.84;100.61;89.72
2004-03-30;101.3;4097.9;178.1;108.82;100.55;89.63
2004-03-31;101.26;4098.05;178.139;108.69;100.37;89.4
2004-04-01;101.17;4164.45;178.742;108.86;100.67;89.81
2004-04-02;100.75;4211.32;178.267;109.21;101.39;90.94
2004-04-05;100.65;4232.99;178.196;109.5;101.86;91.61
2004-04-06;100.75;4201.26;178.886;109.34;101.57;91.2
2004-04-07;100.76;4205.17;178.758;108.98;101.09;90.55
2004-04-08;100.57;4228.66;178.667;108.95;101.14;90.7
2004-04-09;100.57;4228.66;178.667;108.93;101.1;90.64
2004-04-12;100.57;4228.66;178.667;109;101.22;90.82
2004-04-13;100.37;4236.17;178.552;109.04;101.35;91.05
2004-04-14;100.37;4205.2;178.346;108.67;100.84;90.39
2004-04-15;100.44;4222.29;178.141;108.77;100.94;90.47
2004-04-16;100.53;4229.89;177.637;108.87;101.01;90.51
2004-04-19;100.61;4241.58;177.658;108.93;101.06;90.54
2004-04-20;100.36;4270.48;175.266;109.04;101.3;90.92
2004-04-21;100.22;4245.77;173.967;108.85;101.1;90.73
2004-04-22;100.2;4247.55;173.122;109.06;101.42;91.16
2004-04-23;100.11;4270.56;173.252;109.17;101.63;91.47
2004-04-26;99.95;4314.27;174.13;109.13;101.62;91.49
2004-04-27;99.78;4306.19;174.497;108.74;101.17;90.97
2004-04-28;99.83;4269.66;173.817;108.54;100.84;90.5
2004-04-29;99.84;4258.51;173.445;108.19;100.34;89.82
2004-04-30;100.1;4252.4;174.334;108.33;100.36;89.71
2004-05-03;100.19;4281.06;174.71;108.6;100.7;90.12
2004-05-04;100.22;4288.54;174.374;108.49;100.55;89.92
2004-05-05;100.24;4331.23;174.132;108.61;100.72;90.11
2004-05-06;99.99;4291.27;174.33;108.25;100.3;89.66
2004-05-07;99.68;4286.81;174.28;107.9;99.99;89.38
2004-05-10;99.55;4154.51;174.388;107.07;98.84;87.92
2004-05-11;99.51;4208.9;174.501;107.35;99.28;88.5
2004-05-12;99.5;4159.72;175.312;107.07;98.9;88.05
2004-05-13;99.42;4206.25;175.835;107.19;99.1;88.33
2004-05-14;99.49;4188.24;175.766;107.16;99;88.15
2004-05-17;99.77;4132.97;175.678;106.82;98.35;87.14
2004-05-18;99.74;4155.04;175.943;106.98;98.61;87.52
2004-05-19;99.59;4208.25;175.455;107.08;98.85;87.89
2004-05-20;99.59;4208.25;175.455;107.2;99;88.08
2004-05-21;99.7;4166.82;175.032;107.15;98.88;87.9
2004-05-24;99.53;4193.32;175.701;107.29;99.13;88.29
2004-05-25;99.56;4170.16;175.111;107.17;98.96;88.07
2004-05-26;99.44;4189.37;175.054;107.34;99.24;88.45
2004-05-27;99.48;4213.32;174.716;107.25;99.11;88.26
2004-05-28;99.43;4161.32;175.318;107.09;98.92;88.07
2004-05-31;99.43;4161.32;175.318;107.1;98.93;88.08
2004-06-01;99.26;4134.03;174.965;106.85;98.66;87.8
2004-06-02;99.17;4163.85;174.47;106.73;98.56;87.71
2004-06-03;99.02;4184.87;175.135;106.63;98.46;87.6
2004-06-04;98.87;4206.96;174.402;106.64;98.57;87.81
2004-06-07;98.83;4246.96;173.901;106.95;99.03;88.43
2004-06-08;98.72;4240.75;174.158;106.89;99;88.43
2004-06-09;98.55;4229.63;174.305;106.73;98.87;88.35
2004-06-10;98.45;4206.06;174.695;106.5;98.62;88.1
2004-06-11;98.43;4213.27;174.497;106.66;98.84;88.38
2004-06-14;98.55;4174.41;174.861;106.43;98.43;87.77
2004-06-15;98.71;4199.61;174.225;106.84;98.89;88.28
2004-06-16;98.83;4225.41;174.06;107.21;99.37;88.87
2004-06-17;98.61;4222.58;174.751;106.8;98.92;88.39
2004-06-18;98.8;4215.37;174.465;106.76;98.78;88.13
2004-06-21;98.87;4231.48;174.498;106.96;99;88.36
2004-06-22;98.78;4192.75;174.492;106.83;98.85;88.21
2004-06-23;98.7;4190.18;174.798;106.95;99.05;88.5
2004-06-24;98.84;4203.22;174.746;107.02;99.07;88.46
2004-06-25;98.74;4207.45;174.812;107.08;99.17;88.61
2004-06-28;98.52;4225.26;174.694;106.98;99.14;88.64
2004-06-29;98.39;4213.54;174.857;107.15;99.4;89.01
2004-06-30;98.57;4166.47;175.013;107.02;99.14;88.62
2004-07-01;98.53;4173.04;174.978;106.96;99.04;88.48
2004-07-02;98.78;4160;175.079;106.74;98.61;87.79
2004-07-05;98.88;4145.4;175.353;106.84;98.67;87.83
2004-07-06;98.91;4117.02;174.801;106.68;98.42;87.48
2004-07-07;98.93;4111.27;174.955;106.63;98.34;87.36
2004-07-08;99.02;4135.91;175.386;106.63;98.27;87.21
2004-07-09;99.04;4114.74;175.259;106.69;98.35;87.31
2004-07-12;99.14;4104.79;175.143;106.75;98.37;87.29
2004-07-13;98.97;4102.1;175.363;106.81;98.53;87.57
2004-07-14;99;4109.85;175.569;106.68;98.32;87.26
2004-07-15;98.99;4061.7;175.547;106.58;98.16;87.05
2004-07-16;99.1;4052.76;175.95;106.57;98.06;86.86
2004-07-19;99.14;4029.22;175.32;106.61;98.09;86.87
2004-07-20;99.14;4067.89;175.349;106.89;98.47;87.36
2004-07-21;98.96;4112.62;175.505;107.01;98.71;87.73
2004-07-22;99.07;4050.59;175.318;106.72;98.26;87.1
2004-07-23;99.1;4055.3;175.492;106.87;98.43;87.3
2004-07-26;99.07;4028.66;175.594;106.73;98.22;87.02
2004-07-27;98.97;4068.12;175.186;107.01;98.67;87.65
2004-07-28;98.82;4077.13;175.089;106.97;98.69;87.74
2004-07-29;98.85;4103.74;175.351;107.16;98.93;88.04
2004-07-30;99.1;4098.61;175.61;107.51;99.28;88.39
2004-08-02;99.17;4092.78;175.573;107.56;99.32;88.41
2004-08-03;99.26;4128.68;175.374;107.71;99.46;88.53
2004-08-04;99.52;4079.05;175.635;107.64;99.24;88.15
2004-08-05;99.69;4075.69;175.682;107.66;99.16;87.95
2004-08-06;99.98;3995.03;175.78;107.23;98.35;86.74
2004-08-09;100.06;3962.76;175.764;107.21;98.27;86.59
2004-08-10;99.95;3980.65;175.934;107.27;98.41;86.83
2004-08-11;99.83;3968.6;175.859;107.3;98.49;86.98
2004-08-12;99.92;3958.4;175.874;107.13;98.2;86.55
2004-08-13;100.03;3928.35;175.856;106.86;97.78;85.96
2004-08-16;99.96;3958.45;176.409;107.07;98.11;86.43
2004-08-17;99.95;3976.2;175.995;107.27;98.38;86.76
2004-08-18;100.01;3941.62;175.754;107.39;98.54;86.99
2004-08-19;99.96;3962.41;175.956;107.35;98.51;86.95
2004-08-20;100.03;3956.92;175.801;107.57;98.76;87.26
2004-08-23;99.85;3994.87;176.09;107.76;99.11;87.77
2004-08-24;99.66;3987.62;176.04;107.68;99.09;87.83
2004-08-25;99.65;3985.14;175.862;107.81;99.28;88.1
2004-08-26;99.64;4022.6;176.387;107.99;99.53;88.41
2004-08-27;99.73;4044.75;175.927;108.29;99.9;88.86
2004-08-30;99.8;4036.6;176.313;108.22;99.76;88.63
2004-08-31;99.97;4016.27;175.969;108.2;99.63;88.38
2004-09-01;99.91;4047.91;176.723;108.23;99.71;88.51
2004-09-02;99.85;4034.47;176.577;108.2;99.74;88.61
2004-09-03;99.66;4069.97;176.618;108.15;99.79;88.76
2004-09-06;99.63;4096.32;176.511;108.29;99.97;88.98
2004-09-07;99.69;4109.19;176.713;108.46;100.19;89.24
2004-09-08;99.71;4105.63;177.156;108.45;100.14;89.14
2004-09-09;99.84;4082.51;177.106;108.47;100.07;89
2004-09-10;99.89;4095.51;176.863;108.52;100.11;89
2004-09-13;99.81;4121.66;176.835;108.7;100.39;89.4
2004-09-14;99.87;4099.09;177.144;108.7;100.36;89.34
2004-09-15;99.87;4098.02;177.257;108.75;100.41;89.39
2004-09-16;99.88;4091.08;176.812;108.85;100.54;89.57
2004-09-17;100.01;4105.47;177.324;109.06;100.76;89.8
2004-09-20;100.03;4108.93;176.614;109.14;100.83;89.85
2004-09-21;99.94;4145.01;176.621;109.06;100.78;89.81
2004-09-22;99.98;4123.01;177.129;108.95;100.56;89.47
2004-09-23;100.06;4078.92;177.085;108.79;100.27;89.06
2004-09-24;99.99;4067.7;177.422;108.76;100.27;89.09
2004-09-27;100.01;4038.19;178.106;108.62;100.02;88.73
2004-09-28;100.08;4075.98;178.16;108.86;100.33;89.11
2004-09-29;99.99;4099.99;177.996;108.92;100.47;89.33
2004-09-30;100.07;4057.34;178.225;108.73;100.16;88.91
2004-10-01;100.08;4100.13;178.265;109.08;100.69;89.62
2004-10-04;100.13;4152.46;179.174;109.63;101.44;90.58
2004-10-05;100.25;4147.97;178.9;109.69;101.44;90.52
2004-10-06;100.29;4146.86;179.145;109.79;101.57;90.68
2004-10-07;100.18;4106.89;179.672;109.5;101.22;90.27
2004-10-08;100.36;4085.64;179.078;109.36;100.9;89.76
2004-10-11;100.53;4064.64;179.778;109.45;100.95;89.77
2004-10-12;100.75;4043.19;179.926;109.64;101.07;89.82
2004-10-13;100.69;4056.09;180.01;109.47;100.88;89.59
2004-10-14;100.77;4014.65;180.283;109.13;100.33;88.82
2004-10-15;100.77;3986.81;180.094;108.9;100.03;88.45
2004-10-18;100.83;3986.98;179.903;108.94;100.05;88.44
2004-10-19;100.81;4023.78;180.378;109;100.14;88.55
2004-10-20;100.98;3995.34;180.835;108.92;99.91;88.16
2004-10-21;100.96;4011.35;181.24;108.98;100.01;88.31
2004-10-22;100.91;4007.81;181.527;108.86;99.85;88.1
2004-10-25;100.96;3950.41;181.795;108.42;99.2;87.21
2004-10-26;100.96;3964.39;182.074;108.62;99.48;87.6
2004-10-27;100.94;3996.4;182.563;108.85;99.84;88.09
2004-10-28;100.73;4022.25;183.177;108.78;99.88;88.25
2004-10-29;100.87;3987.29;183.673;108.85;99.89;88.21
2004-11-01;100.96;4027.66;182.923;109.12;100.21;88.56
2004-11-02;100.74;4071.7;184.097;109.22;100.47;88.98
2004-11-03;100.73;4110.38;183.831;109.31;100.61;89.16
2004-11-04;100.96;4118.02;184.556;109.51;100.79;89.33
2004-11-05;100.87;4165.52;184.844;109.62;101;89.64
2004-11-08;100.69;4150.08;184.414;109.38;100.73;89.34
2004-11-09;100.81;4129.71;184.625;109.43;100.75;89.32
2004-11-10;100.83;4155.73;184.419;109.45;100.77;89.33
2004-11-11;101.1;4184.29;184.589;109.76;101.1;89.67
2004-11-12;101.26;4214.24;183.92;110.19;101.6;90.24
2004-11-15;101.35;4204.62;183.308;110.32;101.72;90.36
2004-11-16;101.28;4189.38;182.786;110.11;101.44;90
2004-11-17;101.14;4209.16;182.345;110.01;101.4;90.02
2004-11-18;100.96;4205.18;182.605;109.91;101.34;90.01
2004-11-19;100.93;4159.63;182.742;109.5;100.78;89.29
2004-11-22;101.1;4128.27;183.263;109.63;100.85;89.31
2004-11-23;101.2;4105.18;183.236;109.59;100.74;89.14
2004-11-24;101.32;4090.45;183.183;109.57;100.67;89.01
2004-11-25;101.43;4122.2;183.042;109.67;100.76;89.07
2004-11-26;101.47;4124.02;183.432;109.75;100.84;89.15
2004-11-29;101.4;4103.99;183.312;109.63;100.7;88.99
2004-11-30;101.48;4052.75;184.1;109.42;100.36;88.54
2004-12-01;101.48;4097.44;184.277;109.92;101.04;89.4
2004-12-02;101.4;4138.18;184.803;110.19;101.44;89.94
2004-12-03;101.45;4128.61;184.889;110.08;101.25;89.64
2004-12-06;101.66;4103.96;184.53;110.17;101.22;89.51
2004-12-07;101.76;4131.68;184.849;110.24;101.24;89.45
2004-12-08;101.79;4135.13;185.572;110.56;101.65;89.97
2004-12-09;101.87;4129.16;185.907;110.53;101.57;89.83
2004-12-10;101.82;4147.41;185.478;110.65;101.75;90.06
2004-12-13;101.85;4177.6;184.732;110.84;101.99;90.36
2004-12-14;101.82;4196.82;185.085;110.95;102.16;90.59
2004-12-15;101.67;4187.55;185.268;110.69;101.87;90.25
2004-12-16;101.68;4195.28;184.839;110.97;102.24;90.73
2004-12-17;101.48;4165.4;186.958;110.72;101.98;90.48
2004-12-20;101.54;4199.16;187.216;110.75;101.98;90.41
2004-12-21;101.37;4193.7;187.637;110.83;102.17;90.74
2004-12-22;101.28;4227.28;187.343;110.94;102.36;91.01
2004-12-23;101.32;4233.15;187.911;110.92;102.3;90.9
2004-12-24;101.32;4233.15;187.911;110.96;102.35;90.96
2004-12-27;101.4;4226.79;187.931;110.89;102.2;90.72
2004-12-28;101.39;4226.88;188.22;110.96;102.32;90.89
2004-12-29;101.3;4233.35;188.788;110.82;102.2;90.79
2004-12-30;101.21;4234.56;188.295;110.84;102.24;90.86
2004-12-31;101.21;4234.56;188.295;110.92;102.35;91
2005-01-03;101.59;4289.16;189.175;111.43;102.86;91.49
2005-01-04;101.56;4294.56;189.38;111.58;103.06;91.74
2005-01-05;101.63;4259.73;189.967;111.47;102.85;91.43
2005-01-06;101.71;4271.48;190.504;111.68;103.11;91.75
2005-01-07;101.74;4266.76;190.878;111.88;103.36;92.07
